T拼音	汉字	类别	意符	通用语	释义
zeng4	甑	炊具	ij	zegdij	古代蒸饭的一种瓦器。底部有许多透蒸气的孔格，置于鬲上蒸煮，如同现代的蒸锅
zeng4	赠	(送给)		zegd	把东西无代价地送给别人
zeng4	赠	送给	sg	zegdsg	把东西无代价地送给别人
zeng4	综	机械	jx	zegdjx	织布机上带着经线上下分开形成梭口的装置
zha1	查	[祖姓]	z	zhalz	姓氏
zha1	吒	[名称]	m	zhalm	用于神话中人名
zha1	咋	宣泄	xx	zhalxx	〔咋呼〕吆喝
zha1	哳	拟词	nc	zhalnc	〔啁哳〕形容声音杂乱细碎
zha1	喳	[拟词]	n	zhaln	旧时仆役对主人的应诺声
zha1	揸	指法	vf	zhalvf	方言，用手指撮东西，拿取
zha1	渣	(废品)		zhal	提出精华或汁流后剩的东西
zha1	渣	废品	fp	zhalfp	提出精华或汁流后剩的东西
zha1	楂	木本	mb	zhalmb	〔山楂〕落叶乔木，果实球形，红色有白点，味酸，可食
zha1	齄	疾病	jb	zhaljb	鼻子上的小红疱。俗称“酒糟鼻”
zha1	扎	(切入)		zha	捆，缠束
zha1	扎	切入	qr	zhalqr	捆，缠束
zha2	喋	[拟词]	n	zhakn	〔喋呷〕形容成群的鱼、水鸟吃东西的声音
zha2	扎	对抗	dk	zhakdk	〔扎挣〕方言，勉强支持
zha2	札	文具	wj	zhakwj	古时写字的小木筒
zha2	轧	力量	ll	zhakll	排挤
zha2	闸	(机械)		zhak	拦住水流的构筑物，可以随时开关
zha2	闸	机械	jx	zhakjx	拦住水流的构筑物，可以随时开关
zha2	铡	工具	gj	zhakgj	一种切草或切其他东西的器具，称“铡刀”
zha2	炸	烹饪	pr	zhakpr	食物放在煮沸的油中弄熟
zha3	眨	(眼部)		zhaf	眼睛很快地一闭一开
zha3	眨	眼部	yb	zhafyb	眼睛很快地一闭一开
zha3	砟	固象	gx	zhafgx	坚硬成块的东西
zha4	蜡	典礼	dl	zhaddl	古代一种年终祭祀
zha4	吒	"发声,旧字"	fuj	zhadfuj	〔叱咤〕发怒吆喝
zha4	乍	[副词]	f	zhadf	忽然
zha4	诈	欺骗	qp	zhadqp	欺骗，用手段诓骗
zha4	咤	发声	fu	zhadfu	〔叱咤〕发怒吆喝
zha4	栅	土建	tj	zhadtj	用竹木铁条等做成的阻拦物
zha4	炸	(突变)		zhad	突然破裂
zha4	炸	突变	tb	zhadtb	突然破裂
zha4	痄	疾病	jb	zhadjb	〔痄腮〕一种传染病，耳朵下面肿胀疼痛，病原体是一种滤过性病毒
zha4	蚱	[昆虫]	k	zhadk	〔蚱蜢〕昆虫，身体绿色或褐色，触角短，不能远飞，对农作物有害
zha4	榨	耗散	hs	zhadhs	压出物体里汁液的器具
zha4	柞	地名	dm	zhaddm	〔柞水〕地名，在中国陕西省
zha5	馇	米面	mm	zhammm	〔饹馇〕一种食品，用豆面做成饼形，切成块炸着吃或炒菜吃：绿豆饹馇。
zhai1	侧	外观	wg	zhailwg	〔侧歪〕倾斜
zhai1	斋	(房子)		zhail	屋舍，常指书房、学舍、饭店或商店
zhai1	斋	房子	fz	zhailfz	屋舍，常指书房、学舍、饭店或商店
zhai1	摘	(剥离)		zhai	采取，拿下
zhai1	摘	剥离	bl	zhailbl	采取，拿下
zhai2	择	选择	xz	zhaikxz	挑拣，挑选
zhai2	宅	(房子)		zhaik	住所，房子
zhai2	宅	房子	fz	zhaikfz	住所，房子
zhai2	翟	[祖姓]	z	zhaikz	姓氏
zhai3	窄	(空间)		zhaif	横的距离小，与“宽”相对
zhai3	窄	空间	kj	zhaifkj	横的距离小，与“宽”相对
zhai4	祭	[祖姓]	z	zhaidz	姓氏
zhai4	债	(财产)		zhaid	欠别人的钱财等
zhai4	债	财产	ci	zhaidci	欠别人的钱财等
zhai4	砦	"土建,排序"	tjp	zhaidtjp	同“寨”防守用的栅栏
zhai4	寨	土建	tj	zhaidtj	防守用的栅栏
zhai4	瘵	疾病	jb	zhaidjb	病，多指痨病
zhan1	沾	(浸染)		zhanl	浸湿
zhan1	沾	浸染	jr	zhanljr	因接触而附着上
zhan1	毡	材料	cl	zhanlcl	用兽毛或化学纤维制成的片状物，可做防寒用品和工业上的垫衬材料
zhan1	旃	[语助词]	y	zhanly	文言助词，相当于“之”或“之焉”
zhan1	粘	(接触)		zhan	东西互相附着连结在一起
zhan1	粘	接触	ji	zhanlji	东西互相附着连结在一起
zhan1	詹	[祖姓]	z	zhanlz	姓氏
zhan1	谵	疾病	jb	zhanljb	多说话，特指病中说胡话
zhan1	瞻	眼部	yb	zhanlyb	往上或往前看
zhan1	占	文化	wh	zhanlwh	迷信的人用铜钱或牙牌等判断吉凶
zhan3	斩	破开	pk	zhanfpk	砍断
zhan3	展	(扩张)		zhanf	张开，舒张开
zhan3	展	扩张	kv	zhanfkv	张开，舒张开
zhan3	盏	餐具	cj	zhanfcj	小杯子
zhan3	崭	形态	xt	zhanfxt	高峻，高出
zhan3	搌	浸染	jr	zhanfjr	轻轻地擦抹
zhan3	辗	动态	dt	zhanfdt	（辗转〕身体翻来覆去地，如“辗转反侧”
zhan4	颤	波动	bd	zhandbd	物体振动
zhan4	占	侵夺	qd	zhandqd	据有，用强力取得
zhan4	战	(政务)		zhand	打仗
zhan4	战	政务	vw	zhandvw	打仗
zhan4	栈	房子	fz	zhandfz	储存货物或供旅客住宿的房屋
zhan4	站	姿态	zt	zhandzt	立，久立
zhan4	绽	变化	bh	zhandbh	衣缝脱线解开，引申为裂
zhan4	湛	空间	kj	zhandkj	深
zhan4	蘸	浸染	jr	zhandjr	在液体、粉末或糊状的东西里沾一下就拿出来
zhang1	张	(扩张)		zhag	开，展开
zhang1	张	扩张	kv	zhaglkv	开，展开
zhang1	章	(文字)		zhagl	歌曲诗文的段落
zhang1	章	[文字]	w	zhaglw	歌曲诗文的段落
zhang1	鄣	历史	lu	zhagllu	中国周代诸侯国名，在今山东省东平县东
zhang1	嫜	家族	jz	zhagljz	〔姑嫜〕古代称丈夫的母亲和父亲
zhang1	彰	公开	gk	zhaglgk	明显，显著
zhang1	漳	河川	hi	zhaglhi	〔漳河〕水名，源出中国山西省，流至河北省入卫河
zhang1	獐	[哺乳]	b	zhaglb	哺乳动物，形状像鹿，毛较粗，头上无角，雄的有长牙露出嘴外
zhang1	樟	木本	mb	zhaglmb	常绿乔木，木质坚硬细致，有香气，做成箱柜可防蠹虫
zhang1	璋	物产	wi	zhaglwi	古代的一种玉器，形状像半个圭
zhang1	蟑	[昆虫]	k	zhaglk	〔蟑螂〕昆虫，体扁平，黑褐色，有光泽，能发臭气，常在夜里偷吃食物，咬坏衣物，传染疾病
zhang3	长	(本能)		zhagf	生长；成长
zhang3	长	本能	bn	zhagfbn	生长；成长
zhang3	仉	[祖姓]	z	zhagfz	姓氏
zhang3	涨	流动	ld	zhagfld	水量增加，水面高起来
zhang3	掌	四肢	sv	zhagfsv	手心，脚心
zhang4	涨	浸染	jr	zhagdjr	水量增加，水面高起来
zhang4	丈	衡量	hl	zhagdhl	中国市制长度单位，十尺
zhang4	仗	兵器	bq	zhagdbq	兵器
zhang4	帐	组合	zh	zhagdzh	用布或其他材料等做成的遮蔽用的东西
zhang4	杖	用具	yj	zhagdyj	扶着走路的棍子
zhang4	胀	扩张	kv	zhagdkv	体积变大
zhang4	账	凭据	pj	zhagdpj	指“账簿”
zhang4	障	(屏蔽)		zhagd	阻隔，遮挡
zhang4	障	屏蔽	pb	zhagdpb	阻隔，遮挡
zhang4	嶂	地形	dx	zhagddx	形容高险像屏障的山
zhang4	幛	表示	bu	zhagdbu	上面题有词句的整幅绸布，用作庆贺或吊唁的礼物
zhang4	瘴	天气	tq	zhagdtq	〔瘴气〕热带山林中的湿热蒸郁致人疾病的气
zhao1	朝	(时日)		zhaol	早晨
zhao1	朝	时日	ur	zhaolur	早晨
zhao1	嘲	"声音,排序"	uyp	zhaoluyp	讥笑，拿人取笑
zhao1	钊	劝说	qu	zhaolqu	勉励
zhao1	招	(手控)		zhao	打手势叫人来
zhao1	招	手控	uk	zhaoluk	打手势叫人来
zhao1	昭	公开	gk	zhaolgk	明显，显著
zhao1	啁	声音	uy	zhaoluy	〔啁哳〕形容声音杂乱细碎
zhao1	着	规程	gi	zhaolgi	下棋时下一子或走一步
zhao2	着	(接触)		zhaok	接触，挨上
zhao2	着	接触	ji	zhaokji	接触，挨上
zhao3	找	(搜检)		zhaof	寻求，想要得到
zhao3	找	搜检	sj	zhaofsj	寻求，想要得到
zhao3	沼	流体	lt	zhaoflt	池子
zhao3	爪	四肢	sv	zhaofsv	指甲或趾甲
zhao4	召	沟通	gt	zhaodgt	召唤
zhao4	兆	文化	wh	zhaodwh	古代占验吉凶时灼龟甲所成的裂纹
zhao4	诏	叙述	xu	zhaodxu	告诉，告诫
zhao4	赵	历史	lu	zhaodlu	中国古代国名
zhao4	笊	组合	zh	zhaodzh	〔笊篱〕用竹篾、柳条、铅丝等编成的一种杓形用具，能漏水，可以在汤水里捞东西
zhao4	棹	工具	gj	zhaodgj	划船的一种工具，形状和桨差不多
zhao4	照	(耗能)		zhaod	光线射在物体上
zhao4	照	耗能	hn	zhaodhn	光线射在物体上
zhao4	罩	用具	yj	zhaodyj	覆盖，覆盖物体的东西
zhao4	肇	开始	ku	zhaodku	开始，初始
zhao4	櫂	"工具,旧字"	gjj	zhaodgjj	划船的一种工具，形状和桨差不多
zhe1	蜇	(本能)		zhel	蛰伏动物冬眠，藏起来不吃不动
zhe1	蜇	本能	bn	zhelbn	蛰伏动物冬眠，藏起来不吃不动
zhe1	遮	(掩盖)		zhe	挡
zhe1	遮	掩盖	yg	zhelyg	掩盖，掩蔽
zhe1	折	转动	vd	zhelvd	翻转，倒腾
zhe2	蜇	虫子	iz	zhekiz	〔海蜇〕海里生的一种腔肠动物，形状像张开的伞，可供食用
zhe2	折	(破开)		zhek	断，弄断
zhe2	折	破开	pk	zhekpk	断，弄断
zhe2	哲	观念	gn	zhekgn	有智慧
zhe2	辄	[副词]	f	zhekf	总是，就
zhe2	蛰	本能	bn	zhekbn	蛰伏，动物冬眠，藏起来不吃不动
zhe2	谪	处分	if	zhekif	谴责，责备
zhe2	摺	汇集	hj	zhekhj	叠：摺叠
zhe2	磔	"处分,古字"	ifg	zhekifg	古代一种酷刑，把肢体分裂
zhe2	辙	固象	gx	zhekgx	车轮压的痕迹
zhe3	者	(语助词)		zhef	助词，表示语气停顿并构成判断句的句式
zhe3	者	语助词	yv	zhefyv	助词，表示语气停顿并构成判断句的句式
zhe3	锗	元素	ys	zhefys	一种金属元素Ge，灰白色结晶，质脆，是重要的半导体材料
zhe3	赭	色彩	sc	zhefsc	红褐色
zhe3	褶	固象	gx	zhefgx	衣服摺叠而形成的印痕
zhe4	这	(代词)		zhed	此，指较近的时间、地点或事物，与“那”相对
zhe4	这	代词	dc	zheddc	此，指较近的时间、地点或事物，与“那”相对
zhe4	柘	木本	mb	zhedmb	落叶灌木或乔木，树皮有长刺，叶卵形，可以喂蚕，皮可以染黄色，木材质坚而致密，是贵重的木料
zhe4	浙	地区	dq	zheddq	〔浙江〕省名，位于中国东部
zhe4	蔗	草本	cb	zhedcb	〔甘蔗〕多年生草本植物，茎直立，有节，含甜汁很多，可生吃，亦可制糖
zhe4	鹧	鸟类	nl	zhednl	〔鹧鸪〕鸟，背部和腹部黑白两色相杂，雄的有翅，雌的无翅
zhe5	著	语助词	yv	zhemyv	同“着”，助词，表示动作正在进行或状态的持续
zhe5	着	(语助词)		zhem	助词，表示动作正在进行或状态的持续
zhe5	着	语助词	yvp	zhemyvp	助词，表示动作正在进行或状态的持续
zhei4	这	(代词)		zheid	“这一”二字的合音，但指数量时不限于一
zhei4	这	代词	dc	zheiddc	“这一”二字的合音，但指数量时不限于一
zhen1	溱	"河川,排序"	hip	zhenlhip	古水名，在今中国河南省
zhen1	椹	"器材,排序"	qcp	zhenlqcp	〔椹质〕射箭用的靶子
zhen1	贞	道德	dd	zhenldd	坚定，有节操
zhen1	针	(用具)		zhenl	缝织衣物引线用的一种细长的工具
zhen1	针	用具	yj	zhenlyj	缝织衣物引线用的一种细长的工具
zhen1	侦	察看	ik	zhenlik	探听，暗中察看
zhen1	浈	河川	hi	zhenlhi	〔浈水〕水名，在中国广东省
zhen1	珍	观念	gn	zhenlgn	重视，爱惜
zhen1	桢	土建	tj	zhenltj	古代打土墙时所立的木柱，泛指支柱
zhen1	真	(评判)		zhen	与客观事实相符合，与“假”、“伪”相对
zhen1	真	评判	pp	zhenlpp	与客观事实相符合，与“假”、“伪”相对
zhen1	砧	器材	qc	zhenlqc	捶、砸或切东西的时候，垫在底下的器具
zhen1	祯	幸福	xf	zhenlxf	吉祥
zhen1	斟	日常	ri	zhenlri	往杯盏里倒饮料
zhen1	甄	智慧	vh	zhenlvh	审查，鉴别
zhen1	蓁	繁荣	fr	zhenlfr	〔蓁蓁〕草木茂盛的样子
zhen1	榛	木本	mb	zhenlmb	落叶灌木或小乔木，结球形坚果，称“榛子”，果仁可食
zhen1	箴	劝说	qu	zhenlqu	劝告，劝戒
zhen1	臻	物产	wi	zhenlwi	美好的境地
zhen1	胗	器官	qg	zhenlqg	鸟类的胃
zhen1	帧	传媒	im	zhenlim	〔装帧〕指书画、书刊的装潢设计。
zhen3	诊	(医科)		zhenf	医生为断定疾症而察看病人身体内部、外部的情况
zhen3	诊	医科	yk	zhenfyk	医生为断定疾症而察看病人身体内部、外部的情况
zhen3	枕	用具	yj	zhenfyj	躺着时垫在头下的东西
zhen3	轸	机械	jx	zhenfjx	古代指车箱底部四周的横木
zhen3	畛	交通	jt	zhenfjt	田地间的小路
zhen3	疹	疾病	jb	zhenfjb	皮肤上起的小颗粒，通常是红色，多由皮肤表层发炎浸润而起
zhen3	缜	作风	zf	zhenfzf	细致
zhen3	稹	"作风,排序"	zfp	zhenfzfp	古通“缜”，细密
zhen4	圳	近水	ju	zhendju	田边水沟
zhen4	阵	政务	vw	zhendvw	军队作战时布置的局势
zhen4	鸩	神话	uh	zhenduh	传说中的一种毒鸟。把它的羽毛放在酒里，可以毒杀人
zhen4	振	手控	uk	zhenduk	搬动，挥动
zhen4	朕	[代词]	d	zhendd	我，我的
zhen4	赈	保卫	bw	zhendbw	救济
zhen4	镇	(力量)		zhend	以武力维持安定
zhen4	镇	力量	ll	zhendll	以武力维持安定
zhen4	震	突变	tb	zhendtb	巨大的力等使物体剧烈颤动
zheng1	丁	拟词	nc	zheglnc	〔丁丁〕象声词，形容伐木、下棋、弹琴的声音
zheng1	鲭	肉食	ru	zheglru	鱼跟肉合在一起的菜
zheng1	争	(对抗)		zheg	力求获得，互不相让
zheng1	争	对抗	dk	zhegldk	力求获得，互不相让
zheng1	征	(奔走)		zhegl	远行
zheng1	征	奔走	bz	zheglbz	远行
zheng1	怔	痛苦	tk	zhegltk	〔怔忡〕中医指心悸
zheng1	峥	形态	xt	zheglxt	〔峥嵘〕高峻、突出，如“山势峥峥”
zheng1	挣	意念	yn	zheglyn	〔挣扎〕尽力支撑或摆脱
zheng1	狰	野蛮	ym	zheglym	〔狰狞〕样子凶恶，如“面目狰狰”
zheng1	烝	差异	iy	zhegliy	众多
zheng1	钲	兵器	bq	zheglbq	古代的一种乐器，用铜做的，形似钟而狭长，有长柄可执，口向上以物击之而鸣，在行军时敲打
zheng1	睁	眼部	yb	zheglyb	张开眼睛
zheng1	铮	[拟词]	n	zhegln	〔铮铮〕象声词，金属撞击声
zheng1	筝	乐器	yq	zheglyq	弦乐器，木制长形
zheng1	蒸	烹饪	pr	zheglpr	热气上升
zheng1	徵	政务	vw	zheglvw	用武力制裁，讨伐
zheng1	正	时日	ur	zheglur	〔正月〕农历一年的第一个月
zheng1	症	疾病	jb	zhegljb	〔症结〕腹内结块的病
zheng3	拯	保卫	bw	zhegfbw	援救，救助
zheng3	整	(形态)		zhegf	有秩序，不乱
zheng3	整	形态	xt	zhegfxt	有秩序，不乱
zheng4	怔	知觉	vj	zhegdvj	发愣发呆
zheng4	挣	对抗	dk	zhegddk	用力支撑或摆脱
zheng4	铮	光泽	gz	zhegdgz	(器物表面)光亮耀眼
zheng4	正	(矛盾)		zhegd	不偏斜，与“歪”相对
zheng4	正	矛盾	md	zhegdmd	不偏斜，与“歪”相对
zheng4	证	凭据	pj	zhegdpj	凭据，帮助断定事理的东西
zheng4	诤	去除	qi	zhegdqi	谏，照直说出人的过错，叫人改正
zheng4	郑	历史	lu	zhegdlu	周代诸侯国名，在今河南省新郑县一带
zheng4	政	职业	vy	zhegdvy	国家某一部门主管的业务
zheng4	症	疾病	jb	zhegdjb	病，病状
zhi1	氏	[名称]	m	zhilm	阏氏，汉代匈奴称君王的正妻
zhi1	之	(语助词)		zhi	助词，表示领有、连属关系
zhi1	之	语助词	yv	zhilyv	助词，表示领有、连属关系
zhi1	支	(力量)		zhil	撑，支持
zhi1	支	力量	ll	zhilll	撑，支持
zhi1	卮	餐具	cj	zhilcj	古代盛酒的器皿
zhi1	汁	属性	ux	zhilux	混有某种物质的水
zhi1	芝	微生	wu	zhilwu	〔灵芝〕真菌的一种，菌盖肾脏形，赤褐色或暗紫色，有环纹，并有光泽。可入药，有滋补作用
zhi1	吱	[拟词]	n	zhiln	象声词，形容某些声音
zhi1	枝	茎干	jg	zhiljg	由植物主干上分出来的茎条
zhi1	知	认知	rv	zhilrv	晓得，明了
zhi1	织	劳作	lz	zhillz	用丝、麻、棉纱、毛线等编成布或衣物等
zhi1	肢	四肢	sv	zhilsv	人的手、脚、胳膊、腿的统称，亦指某些动物的四条腿
zhi1	栀	木本	mb	zhilmb	〔栀子〕ａ．常绿灌木或小乔木，夏季开白花，有浓香。果实卵形，可入药，亦可作黄色染料
zhi1	祗	礼貌	lm	zhillm	敬，恭敬
zhi1	胝	皮肤	pf	zhilpf	〔胼胝〕趼子
zhi1	脂	能源	ny	zhilny	动物体内或油料植物种子内的油质
zhi1	蜘	虫子	iz	zhiliz	〔蜘蛛〕节肢动物，身体圆形或长圆形，分头胸和腹两部，有触须和脚四对
zhi1	只	[量词]	l	zhill	a.用于某些成对的东西中的一个，b.用于船只和某些器具
zhi2	执	手控	uk	zhikuk	拿着
zhi2	侄	家族	jz	zhikjz	弟兄的儿子，同辈男性亲友的儿子
zhi2	直	(外观)		zhik	不弯曲
zhi2	直	外观	wg	zhikwg	不弯曲
zhi2	值	属性	ux	zhikux	物和价相当，引申有意义或有价值
zhi2	埴	物产	wi	zhikwi	黏土
zhi2	职	政务	vw	zhikvw	管理某种事务，份内应做的事
zhi2	植	农耕	ng	zhikng	栽种
zhi2	殖	本能	bn	zhikbn	孳生：生殖
zhi2	絷	捆扎	kz	zhikkz	栓，捆
zhi2	跖	四肢	sv	zhiksv	脚面上接近脚趾的部分
zhi2	摭	剥离	bl	zhikbl	拾取，摘取
zhi2	踯	动态	dt	zhikdt	(踯躅〕徘徊不进，如“他踯躅在街头”
zhi3	徵	音乐	yy	zhifyy	古代五音之一，相当于简谱“5”
zhi3	止	平衡	ph	zhifph	停住不动
zhi3	只	[副词]	f	zhiff	表示限于某个范围
zhi3	旨	观念	gn	zhifgn	意义，目的
zhi3	址	区域	qy	zhifqy	地基，地点
zhi3	纸	文具	wj	zhifwj	用植物纤维制成的薄片，作为写画、印刷书报、包装等用
zhi3	芷	草本	cb	zhifcb	〔白芷〕多年生草本植物，根粗大；茎叶有细毛，夏天开白色小花，果实椭圆形
zhi3	祉	幸福	xf	zhifxf	福：福祉
zhi3	咫	衡量	hl	zhifhl	中国古代长度单位（周代指八寸，合现市尺六寸二分二厘）
zhi3	指	"(四肢,动词)"		zhif	人手前端的五个分支，可做复杂动作
zhi3	指	"四肢,动词"	svd	zhifsvd	人手前端的五个分支，可做复杂动作
zhi3	枳	木本	mb	zhifmb	落叶灌木或小乔木，小枝多刺，果实黄绿色，味酸不可食，可入药（亦称“枸橘”）
zhi3	轵	机械	jx	zhifjx	车轴端，轴头
zhi3	趾	四肢	sv	zhifsv	脚：趾高气扬
zhi3	黹	劳作	lz	zhiflz	缝纫，刺绣
zhi3	酯	[化学]	h	zhifh	有机化合物的一类，低级的酯是有香气的挥发性液体，高级的酯是蜡状固体或很稠的液体
zhi4	识	认知	rv	zhidrv	记住
zhi4	至	来往	lw	zhidlw	到：至此
zhi4	志	意念	yn	zhidyn	意向
zhi4	忮	仇恨	ih	zhidih	害，嫉妒，狠
zhi4	豸	生命	um	zhidum	古书上说的没有脚的虫
zhi4	制	(做事)		zhid	限定，约束，管束
zhi4	制	做事	zu	zhidzu	限定，约束，管束
zhi4	帙	文具	wj	zhidwj	书、画的封套，用布帛制成
zhi4	帜	表示	bu	zhidbu	旗子
zhi4	治	统治	tv	zhidtv	管理，处理
zhi4	炙	烹饪	pr	zhidpr	烤肉
zhi4	质	矛盾	md	zhidmd	本体，本性
zhi4	郅	[副词]	f	zhidf	最，极
zhi4	峙	形态	xt	zhidxt	直立，耸立
zhi4	栉	用具	yj	zhidyj	梳子和篦子的总称，喻像梳齿那样密集排列着
zhi4	陟	动作	dz	zhiddz	登高
zhi4	挚	态度	td	zhidtd	亲密，诚恳
zhi4	桎	刑具	xj	zhidxj	古代拘束犯人两脚的刑具
zhi4	秩	态势	tu	zhidtu	有条理，不混乱的情况
zhi4	致	送给	sg	zhidsg	送给，给予
zhi4	贽	祭品	jp	zhidjp	古代初次拜见尊长所送的礼物
zhi4	轾	车辆	il	zhidil	〔轩轾〕古代一种有围棚或帷幕的车
zhi4	掷	手控	uk	zhiduk	扔，投，抛
zhi4	痔	疾病	jb	zhidjb	肛门因血行障碍而引起的一种病
zhi4	窒	屏蔽	pb	zhidpb	阻塞不通
zhi4	鸷	野蛮	ym	zhidym	凶猛的鸟，如鹰、雕、枭等
zhi4	彘	[哺乳]	b	zhidb	猪：狗彘不如
zhi4	智	智慧	vh	zhidvh	聪明，见识
zhi4	滞	平衡	ph	zhidph	凝积，不流通，不灵活
zhi4	痣	皮肤	pf	zhidpf	人体皮肤所生的有色斑点，没有痛痒等感觉
zhi4	蛭	虫子	iz	zhidiz	〔水蛭〕环节动物，身体长形，稍扁，墨绿色，尾端有吸盘，雌雄同体生活在池沼或水田中，能吸人畜的血。唾液中含有水蛭素，医学上能发挥抗凝血作用。
zhi4	骘	选择	xz	zhidxz	排定
zhi4	稚	差异	iy	zhidiy	幼小
zhi4	置	[操作]	c	zhidc	放，摆，搁
zhi4	雉	鸟类	nl	zhidnl	鸟，雄的羽毛很美，尾长；雌的淡黄褐色，尾较短。善走，不能久飞。肉可食，羽毛可做装饰品
zhi4	膣	器官	qg	zhidqg	妇女阴道的旧称
zhi4	觯	器皿	qm	zhidqm	古代酒器，青铜制，形似尊而小，或有盖
zhi4	踬	随动	sd	zhidsd	被东西绊倒
zhong1	忪	惊奇	jq	zhogljq	惊恐
zhong1	中	(方位)		zhog	和四方、上下或两端距离同等的地位
zhong1	中	(方位)		zhog	和四方、上下或两端距离同等的地位
zhong1	中	方位	fw	zhoglfw	和四方、上下或两端距离同等的地位
zhong1	忠	道德	dd	zhogldd	诚心尽力
zhong1	终	(末尾)		zhogl	末了，完了，与“始”相对
zhong1	终	末尾	mw	zhoglmw	末了，完了，与“始”相对
zhong1	盅	盛器	iq	zhogliq	饮酒或喝茶用的没有把儿的杯子
zhong1	钟	乐器	yq	zhoglyq	金属制成的响器，中空，敲时发声
