词语	T拼音	通用语
宇宙尘	yu3zhou4chen2	vzhouchen
宇宙观	yu3zhou4guan1	vzhougub
宇宙学	yu3zhou4xue2	vzhouxve
预祝	yu4zhu4	vzhu
预装	yu4zhuang1	vzhuag
语助词	yu3zhu4ci2	vzhuc
欲坠	yu4zhui4	vzhui
玉镯	yu4zhuo2	vzhuo
鱼子酱	yu2zi3jiang4	vzjiag
余子群	yu2zi3qun2	vzqvn
遇阻	yu4zu3	vzu
鱼嘴	yu2zui3	vzui
御座	yu4zuo4	vzuo
细白	xi4bai2	xbai
稀巴烂	xi1ba1lan4	xbalan
戏班	xi4ban1	xban
西半球	xi1ban4qiu2	xbanqiu
戏班子	xi4ban1zi5	xbanz
细胞	xi4bao1	xbao
细胞核	xi4bao1he2	xbaoh
细胞膜	xi4bao1mo2	xbaom
细胞学	xi4bao1xue2	xbaoxve
细胞质	xi4bao1zhi4	xbaozhi
西北	xi1bei3	xbei
西北部	xi1bei3bu4	xbeibu
西北侧	xi1bei3ce4	xbeice
西北方	xi1bei3fang1	xbeifag
西北风	xi1bei3feng1	xbeifeg
西北角	xi1bei3jiao3	xbeijiao
西北人	xi1bei3ren2	xbeiren
戏本	xi4ben3	xben
西边	xi1bian1	xbib
惜别	xi1bie2	xbie
稀薄	xi1bo2	xbo
西部	xi1bu4	xbu
西部片	xi1bu4pian4	xbupib
喜不自禁	xi3bu4zi4jin1	xbuzjin
喜不自胜	xi3bu4zi4sheng4	xbuzsheg
洗擦	xi3ca1	xca
细菜	xi4cai4	xcai
西餐	xi1can1	xcan
西餐厅	xi1can1ting1	xcantig
西侧	xi1ce4	xce
细长	xi4chang2	xchag
析产	xi1chan3	xchan
戏称	xi4cheng1	xcheg
洗尘	xi3chen2	xchen
吸尘器	xi1chen2qi4	xchenq
析出	xi1chu1	xchu
铣床	xi3chuang2	xchuag
喜出望外	xi3chu1wang4wai4	xchuuaguai
细瓷	xi4ci2	xci
喜从天降	xi3cong2tian1jiang4	xcogtibjiag
西岛	xi1dao3	xdao
习得	xi2de2	xde
熄灯	xi1deng1	xdeg
洗涤	xi3di2	xdi
西点	xi1dian3	xdib
吸顶灯	xi1ding3deng1	xdigdeg
洗涤剂	xi3di2ji4	xdij
洗涤灵	xi3di2ling2	xdilig
吸毒	xi1du2	xdu
西端	xi1duan1	xdub
吸毒者	xi1du2zhe3	xduzhe
戏法	xi4fa3	xfa
西方	xi1fang1	xfag
西方化	xi1fang1hua4	xfaghua
西方人	xi1fang1ren2	xfagren
洗发精	xi3fa4jing1	xfajig
稀饭	xi1fan4	xfan
西风	xi1feng1	xfeg
细分	xi4fen1	xfen
惜分阴	xi1fen1yin1	xfenin
吸附	xi1fu4	xfu
西服革履	xi1fu2ge2lv3	xfuglv
膝盖	xi1gai4	xgai
膝盖骨	xi1gai4gu3	xgaigu
吸干	xi1gan1	xgan
细高	xi4gao1	xgao
西宫	xi1gong1	xgog
溪沟	xi1gou1	xgou
息鼓	xi1gu3	xgu
西瓜	xi1gua1	xgua
吸光	xi1guang1	xguag
西瓜皮	xi1gua1pi2	xguapi
习惯	xi2guan4	xgub
膝关节	xi1guan1jie2	xgubjie
习惯于	xi2guan4yu2	xgubv
习惯性	xi2guan4xing4	xgubxig
袭过	xi2guo4	xguo
稀罕	xi1han3	xhan
喜好	xi3hao4	xhao
熙和	xi1he2	xhe
西红柿	xi1hong2shi4	xhogshi
细化	xi4hua4	xhua
喜欢	xi3huan1	xhub
西葫芦	xi1hu2lu3	xhulu
熄火	xi1huo3	xhuo
狭隘	xia2ai4	xiaai
夏播	xia4bo1	xiab
下巴	xia4ba1	xiaba
瞎掰	xia1bai1	xiabai
下巴颏	xia4ba1ke1	xiabak
下班	xia4ban1	xiaban
下半场	xia4ban4chang3	xiabanchag
下半截	xia4ban4jie2	xiabanjie
下半年	xia4ban4nian2	xiabannib
下半旗	xia4ban4qi2	xiabanq
下半身	xia4ban4shen1	xiabanshen
下保	xia4bao3	xiabao
下辈	xia4bei4	xiabei
下辈子	xia4bei4zi5	xiabeiz
下本	xia4ben3	xiaben
下笔	xia4bi3	xiabi
下标	xia4biao1	xiabiao
下边	xia4bian1	xiabib
下部	xia4bu4	xiabu
下不来	xia4bu4lai2	xiabulai
下不为例	xia4bu4wei2li4	xiabuuili
下次	xia4ci4	xiac
瞎猜	xia1cai1	xiacai
下操	xia4cao1	xiacao
下侧	xia4ce4	xiace
下层	xia4ceng2	xiaceg
狭长	xia2chang2	xiachag
瞎扯	xia1che3	xiache
吓成	xia4cheng2	xiacheg
下沉	xia4chen2	xiachen
夏初	xia4chu1	xiachu
下床	xia4chuang2	xiachuag
下船	xia4chuan2	xiachub
下垂	xia4chui2	xiachui
下唇	xia4chun2	xiachun
下挫	xia4cuo4	xiacuo
下达	xia4da2	xiada
下档	xia4dang4	xiadag
吓呆	xia4dai1	xiadai
下蛋	xia4dan4	xiadan
吓倒	xia4dao3	xiadao
下等	xia4deng3	xiadeg
下地	xia4di4	xiadi
下店	xia4dian4	xiadib
下跌	xia4die1	xiadie
下定	xia4ding4	xiadig
下毒	xia4du2	xiadu
下端	xia4duan1	xiadub
下蹲	xia4dun1	xiadun
下毒手	xia4du2shou3	xiadu-shou
下颚	xia4e4	xiae
下发	xia4fa1	xiafa
下方	xia4fang1	xiafag
下凡	xia4fan2	xiafan
下风	xia4feng1	xiafeg
下分	xia4fen1	xiafen
下浮	xia4fu2	xiafu
下腹部	xia4fu4bu4	xiafu-bu
下岗	xia4gang3	xia-gag
相爱	xiang1ai4	xiagai
相安	xiang1an1	xiagan
侠肝义胆	xia2gan1yi4dan3	xia-ganidan
相安无事	xiang1an1wu2shi4	xiaganushi
相搏	xiang1bo2	xiagb
相帮	xiang1bang1	xiagbag
乡巴佬	xiang1ba1lao3	xiagbalao
相伴	xiang1ban4	xiagban
香包	xiang1bao1	xiagbao
香饽饽	xiang1bo1bo1	xiagbb
相悖	xiang1bei4	xiagbei
相本	xiang1ben3	xiagben
相比	xiang1bi3	xiagbi
降表	xiang2biao3	xiagbiao
镶边	xiang1bian1	xiagbib
香槟	xiang1bing1	xiagbig
香槟酒	xiang1bing1jiu3	xiagbigjiu
相比之下	xiang1bi3zhi1xia4	xiagbizhixia
想不到	xiang3bu4dao4	xiagbudao
想不开	xiang3bu4kai1	xiagbukai
香菜	xiang1cai4	xiagcai
相残	xiang1can2	xiagcan
香草	xiang1cao3	xiagcao
相册	xiang4ce4	xiagce
相差	xiang1cha1	xiagcha
香肠	xiang1chang2	xiagchag
相差无几	xiang1cha1wu2ji3	xiagchauj
响彻	xiang3che4	xiagche
相承	xiang1cheng2	xiagcheg
相称	xiang1chen4	xiagchen
响彻云霄	xiang3che4yun2xiao1	xiagchevnxiao
相持	xiang1chi2	xiagchi
相持不下	xiang1chi2bu4xia4	xiagchi-buxia
乡愁	xiang1chou2	xiagchou
想出	xiang3chu1	xiagchu
相传	xiang1chuan2	xiagchub
香醇	xiang1chun2	xiagchun
香椿树	xiang1chun1shu4	xiagchunshu
香脆	xiang1cui4	xiagcui
乡村	xiang1cun1	xiagcun
相当	xiang1dang1	xiagdag
响当当	xiang3dang1dang1	xiagdagdag
想当然	xiang3dang1ran2	xiagdagran
相当于	xiang1dang1yu2	xiagdagv
相待	xiang1dai4	xiagdai
向导	xiang4dao3	xiagdao
想得到	xiang3de5dao4	xiagdedao
相等	xiang1deng3	xiagdeg
相得益彰	xiang1de2yi4zhang1	xiagde-izhag
想得开	xiang3de5kai1	xiagdekai
相抵	xiang1di3	xiagdi
响动	xiang3dong4	xiagdog
香豆素	xiang1dou4su4	xiagdousu
相对	xiang1dui4	xiagdui
相对而言	xiang1dui4er2yan2	xiagduierib
相对论	xiang1dui4lun4	xiagduilun
相对于	xiang1dui4yu2	xiagduiv
相对性	xiang1dui4xing4	xiagduixig
香饵	xiang1er3	xiager
想法	xiang3fa3	xiagfa
相仿	xiang1fang3	xiagfag
想方设法	xiang3fang1she4fa3	xiagfagshefa
相反	xiang1fan3	xiagfan
相逢	xiang1feng2	xiagfeg
湘妃竹	xiang1fei1zhu2	xiagfeizhu
香粉	xiang1fen3	xiagfen
相符	xiang1fu2	xiagfu
相辅相成	xiang1fu3xiang1cheng2	xiagfu-xiagcheg
相隔	xiang1ge2	xiagg
香港队	xiang1gang3dui4	xiaggagdui
箱盖	xiang1gai4	xiaggai
相干	xiang1gan1	xiaggan
相公	xiang4gong1	xiaggog
香菇	xiang1gu1	xiaggu
香瓜	xiang1gua1	xiaggua
相关	xiang1guan1	xiaggub
相关性	xiang1guan1xing4	xiaggubxig
乡规	xiang1gui1	xiaggui
香果	xiang1guo3	xiagguo
相顾失色	xiang1gu4shi1se4	xiaggushise
祥和	xiang2he2	xiagh
向海	xiang4hai3	xiaghai
想好	xiang3hao3	xiaghao
相互	xiang1hu4	xiaghu
像话	xiang4hua4	xiaghua
乡宦	xiang1huan4	xiaghub
相会	xiang1hui4	xiaghui
香火	xiang1huo3	xiaghuo
香火缘	xiang1huo3yuan2	xiaghuovb
相宜	xiang1yi2	xiagi
象牙	xiang4ya2	xiagia
向阳	xiang4yang2	xiagiag
相邀	xiang1yao1	xiagiao
象牙塔	xiang4ya2ta3	xiagiata
香艳	xiang1yan4	xiagib
香烟盒	xiang1yan1he2	xiagibh
乡野	xiang1ye3	xiagie
响应	xiang3ying4	xiagig
相映成趣	xiang1ying4cheng2qu4	xiagigchegqv
相映生辉	xiang1ying4sheng1hui1	xiagigsheghui
乡音	xiang1yin1	xiagin
享用	xiang3yong4	xiagiog
享有	xiang3you3	xiagiu
相依为命	xiang1yi1wei2ming4	xiagi-uimig
相继	xiang1ji4	xiagj
相加	xiang1jia1	xiagjia
降将	xiang2jiang4	xiagjiag
相交	xiang1jiao1	xiagjiao
橡胶厂	xiang4jiao1chang3	xiagjiaochag
橡胶树	xiang4jiao1shu4	xiagjiaoshu
乡间	xiang1jian1	xiagjib
相见恨晚	xiang1jian4hen4wan3	xiagjibhenub
相接	xiang1jie1	xiagjie
香精	xiang1jing1	xiagjig
相敬如宾	xiang1jing4ru2bin1	xiagjigru-bin
相近	xiang1jin4	xiagjin
相距	xiang1ju4	xiagjv
湘军	xiang1jun1	xiagjvn
相机行事	xiang4ji1xing2shi4	xiagjxigshi
想开	xiang3kai1	xiagkai
相看	xiang1kan4	xiagkan
香客	xiang1ke4	xiagke
相框	xiang1kuang4	xiagkuag
香辣	xiang1la4	xiagla
向来	xiang4lai2	xiaglai
想来想去	xiang3lai2xiang3qu4	xiaglaixiagqv
享乐	xiang3le4	xiagle
相类	xiang1lei4	xiaglei
乡里	xiang1li3	xiagli
向量	xiang4liang4	xiagliag
香料	xiang1liao4	xiagliao
相连	xiang1lian2	xiaglib
响铃	xiang3ling2	xiaglig
相邻	xiang1lin2	xiaglin
箱笼	xiang1long3	xiaglog
香炉	xiang1lu2	xiaglu
响马	xiang3ma3	xiagma
镶满	xiang1man3	xiagman
相貌	xiang4mao4	xiagmao
香美	xiang1mei3	xiagmei
箱门	xiang1men2	xiagmen
相面	xiang4mian4	xiagmib
详明	xiang2ming2	xiagmig
乡民	xiang1min2	xiagmin
项目	xiang4mu4	xiagmu
项目部	xiang4mu4bu4	xiagmu-bu
像模像样	xiang4mu2xiang4yang4	xiagmu-xiagiag
香囊	xiang1nang2	xiagnag
享年	xiang3nian2	xiagnib
香浓	xiang1nong2	xiagnog
下工	xia4gong1	xia-gog
下功夫	xia4gong1fu1	xia-gogfu
相碰	xiang1peng4	xiagpeg
相配	xiang1pei4	xiagpei
香喷喷	xiang1pen1pen1	xiagpenpen
橡皮	xiang4pi2	xiagpi
相片	xiang4pian4	xiagpib
橡皮膏	xiang4pi2gao1	xiagpi-gao
橡皮筋	xiang4pi2jin1	xiagpijin
橡皮艇	xiang4pi2ting3	xiagpitig
相扑	xiang4pu1	xiagpu
香气	xiang1qi4	xiagq
镶嵌	xiang1qian4	xiagqib
向前看	xiang4qian2kan4	xiagqibkan
相切	xiang1qie1	xiagqie
详情	xiang2qing2	xiagqig
享清福	xiang3qing1fu2	xiagqigfu
乡亲	xiang1qin1	xiagqin
乡亲们	xiang1qin1men5	xiagqinmen
相亲相爱	xiang1qin1xiang1ai4	xiagqinxiagai
香气扑鼻	xiang1qi4pu1bi2	xiagqpu-bi
象棋赛	xiang4qi2sai4	xiagqsai
相去	xiang1qu4	xiagqv
相劝	xiang1quan4	xiagqvb
相去甚远	xiang1qu4shen4yuan3	xiagqvshenvb
相让	xiang1rang4	xiagrag
相扰	xiang1rao3	xiagrao
乡人	xiang1ren2	xiagren
向日葵	xiang4ri4kui2	xiagrkui
相容	xiang1rong2	xiagrog
香软	xiang1ruan3	xiagrub
想入非非	xiang3ru4fei1fei1	xiagrufeifei
祥瑞	xiang2rui4	xiagrui
相濡以沫	xiang1ru2yi3mo4	xiagru-im
相若	xiang1ruo4	xiagruo
相似	xiang1si4	xiags
相思病	xiang1si1bing4	xiagsbig
向上	xiang4shang4	xiagshag
向上爬	xiang4shang4pa2	xiagshagpa
向善	xiang4shan4	xiagshan
响声	xiang3sheng1	xiagsheg
相生相克	xiang1sheng1xiang1ke4	xiagshegxiagk
乡绅	xiang1shen1	xiagshen
相识	xiang1shi2	xiagshi
享受	xiang3shou4	xiagshou
相数	xiang4shu4	xiagshu
相率	xiang1shuai4	xiagshuai
香水	xiang1shui3	xiagshui
详说	xiang2shuo1	xiagshuo
相送	xiang1song4	xiagsog
像素	xiang4su4	xiagsu
相随	xiang1sui2	xiagsui
相似性	xiang1si4xing4	xiagsxig
详谈	xiang2tan2	xiagtan
箱体	xiang1ti3	xiagti
香甜	xiang1tian2	xiagtib
相提并论	xiang1ti2bing4lun4	xiagti-biglun
香甜可口	xiang1tian2ke3kou3	xiagtibkkou
相同	xiang1tong2	xiagtog
相投	xiang1tou2	xiagtou
乡土	xiang1tu3	xiagtu
相托	xiang1tuo1	xiagtuo
峡谷	xia2gu3	xia-gu
向往	xiang4wang3	xiaguag
霞光	xia2guang1	xia-guag
向晚	xiang4wan3	xiagub
下官	xia4guan1	xia-gub
下馆子	xia4guan3zi5	xia-gubz
相位	xiang4wei4	xiagui
下跪	xia4gui4	xia-gui
相位差	xiang4wei4cha4	xiaguicha
相位移	xiang4wei4yi2	xiaguii
响尾蛇	xiang3wei3she2	xiaguishe
相闻	xiang1wen2	xiagun
下锅	xia4guo1	xia-guo
相遇	xiang1yu4	xiagv
相约	xiang1yue1	xiagve
详细	xiang2xi4	xiagx
乡下	xiang1xia4	xiagxia
想像	xiang3xiang4	xiagxiag
想象力	xiang3xiang4li4	xiagxiagli
详详细细	xiang2xiang2xi4xi4	xiagxiagxx
乡下佬	xiang1xia4lao3	xiagxialao
香消玉殒	xiang1xiao1yu4yun3	xiagxiaovvn
乡下人	xiang1xia4ren2	xiagxiaren
向显	xiang4xian3	xiagxib
象形	xiang4xing2	xiagxig
相形见绌	xiang1xing2jian4chu4	xiagxigjibchu
相形之下	xiang1xing2zhi1xia4	xiagxigzhixia
相信	xiang1xin4	xiagxin
向心力	xiang4xin1li4	xiagxinli
湘绣	xiang1xiu4	xiagxiu
相许	xiang1xu3	xiagxv
向学	xiang4xue2	xiagxve
响儿	xiang3er1	xiagyr
箱子	xiang1zi5	xiagz
香皂	xiang1zao4	xiagzao
乡长	xiang1zhang3	xiagzhag
巷战	xiang4zhan4	xiagzhan
向着	xiang4zhe5	xiagzhe
象征	xiang4zheng1	xiagzheg
乡政府	xiang1zheng4fu3	xiagzhegfu
象征性	xiang4zheng1xing4	xiagzhegxig
乡镇	xiang1zhen4	xiagzhen
乡镇长	xiang1zhen4zhang3	xiagzhenzhag
相知	xiang1zhi1	xiagzhi
相中	xiang1zhong4	xiagzhog
相助	xiang1zhu4	xiagzhu
相撞	xiang1zhuang4	xiagzhuag
相左	xiang1zuo3	xiagzuo
向左转	xiang4zuo3zhuan3	xiagzuozhub
下颌	xia4he2	xiah
下海	xia4hai3	xiahai
下好	xia4hao3	xiahao
下狠心	xia4hen3xin1	xiahenxin
下颌骨	xia4he2gu3	xiahgu
吓唬	xia4hu3	xiahu
下滑	xia4hua2	xiahua
吓坏	xia4huai4	xiahuai
下回	xia4hui2	xiahui
吓昏	xia4hun1	xiahun
瞎火	xia1huo3	xiahuo
狭义	xia2yi4	xiai
喜爱	xi3ai4	xi-ai
下牙	xia4ya2	xiaia
下药	xia4yao4	xiaiao
下咽	xia4yan1	xiaib
下眼皮	xia4yan3pi2	xiaibpi
下一步	xia4yi1bu4	xiai-bu
下一代	xia4yi1dai4	xiaidai
夏夜	xia4ye4	xiaie
下意识	xia4yi4shi2	xiaishi
吓一跳	xia4yi1tiao4	xiaitiao
下游	xia4you2	xiaiu
夏季	xia4ji4	xiaj
下基层	xia4ji1ceng2	xiajceg
下嫁	xia4jia4	xiajia
下降	xia4jiang4	xiajiag
下降期	xia4jiang4qi1	xiajiagq
下脚	xia4jiao3	xiajiao
下脚料	xia4jiao3liao4	xiajiaoliao
下贱	xia4jian4	xiajib
下界	xia4jie4	xiajie
下结论	xia4jie2lun4	xiajielun
下井	xia4jing3	xiajig
下酒	xia4jiu3	xiajiu
下酒菜	xia4jiu3cai4	xiajiucai
下句	xia4ju4	xiajv
下卷	xia4juan4	xiajvb
下决心	xia4jue2xin1	xiajvexin
下炕	xia4kang4	xiakag
下课	xia4ke4	xiake
下口	xia4kou3	xiakou
吓哭	xia4ku1	xiaku
下款	xia4kuan3	xiakub
下苦功	xia4ku3gong1	xiaku-gog
下来	xia4lai2	xialai
下牢	xia4lao2	xialao
下力	xia4li4	xiali
夏粮	xia4liang2	xialiag
瞎聊	xia1liao2	xialiao
下联	xia4lian2	xialib
下里巴人	xia4li3ba1ren2	xiali-baren
下列	xia4lie4	xialie
下令	xia4ling4	xialig
夏令营	xia4ling4ying2	xialigig
下流	xia4liu2	xialiu
下流话	xia4liu2hua4	xialiuhua
下流坯	xia4liu2pi1	xialiupi
下楼	xia4lou2	xialou
狭路	xia2lu4	xialu
下落	xia4luo4	xialuo
下落不明	xia4luo4bu4ming2	xialuobumig
狭路相逢	xia2lu4xiang1feng2	xialu-xiagfeg
下马	xia4ma3	xiama
瞎忙	xia1mang2	xiamag
瞎猫	xia1mao1	xiamao
下马威	xia4ma3wei1	xiamaui
虾米	xia1mi3	xiami
下面	xia4mian4	xiamib
下民	xia4min2	xiamin
夏末	xia4mo4	xiamo
西岸	xi1an4	xi-an
瞎闹	xia1nao4	xianao
下女	xia4nv3	xianv
小矮子	xiao3ai3zi5	xiaoaiz
销案	xiao1an4	xiaoan
笑傲	xiao4ao4	xiaoao
削薄	xiao1bo2	xiaob
小巴	xiao3ba1	xiaoba
小白菜	xiao3bai2cai4	xiaobaicai
小百货	xiao3bai3huo4	xiaobaihuo
小白脸	xiao3bai2lian3	xiaobailib
小半	xiao3ban4	xiaoban
小报	xiao3bao4	xiaobao
小宝宝	xiao3bao3bao3	xiaobaobao
小宝贝	xiao3bao3bei4	xiaobaobei
小报告	xiao3bao4gao4	xiaobaogao
小保姆	xiao3bao3mu3	xiaobaomu
小把戏	xiao3ba3xi4	xiaobax
小辈	xiao3bei4	xiaobei
小本	xiao3ben3	xiaoben
小本经营	xiao3ben3jing1ying2	xiaobenjigig
小臂	xiao3bi4	xiaobi
小标题	xiao3biao1ti2	xiaobiaoti
小便	xiao3bian4	xiaobib
小便宜	xiao3bian4yi2	xiaobibi
小辫子	xiao3bian4zi5	xiaobibz
小别	xiao3bie2	xiaobie
小瘪三	xiao3bie3san1	xiaobiesan
笑柄	xiao4bing3	xiaobig
小步	xiao3bu4	xiaobu
小不点	xiao3bu4dian3	xiaobudib
小部分	xiao3bu4fen4	xiaobufen
消磁	xiao1ci2	xiaoc
小菜	xiao3cai4	xiaocai
小菜一碟	xiao3cai4yi1die2	xiaocaiidie
小草	xiao3cao3	xiaocao
小册子	xiao3ce4zi5	xiaocez
小差	xiao3cha4	xiaocha
小肠	xiao3chang2	xiaochag
小产	xiao3chan3	xiaochan
小炒	xiao3chao3	xiaochao
小朝廷	xiao3chao2ting2	xiaochaotig
小车	xiao3che1	xiaoche
笑称	xiao4cheng1	xiaocheg
消沉	xiao1chen2	xiaochen
小吃	xiao3chi1	xiaochi
小吃店	xiao3chi1dian4	xiaochidib
小虫	xiao3chong2	xiaochog
消愁	xiao1chou2	xiaochou
消除	xiao1chu2	xiaochu
哮喘	xiao4chuan3	xiaochub
哮喘病	xiao4chuan3bing4	xiaochubbig
小葱	xiao3cong1	xiaocog
小聪明	xiao3cong1ming2	xiaocogmig
笑答	xiao4da2	xiaoda
小大姐	xiao3da4jie3	xiaodajie
小旦	xiao3dan4	xiaodan
笑到	xiao4dao4	xiaodao
小打小闹	xiao3da3xiao3nao4	xiaodaxiaonao
小的	xiao3de5	xiaode
小凳	xiao3deng4	xiaodeg
小弟	xiao3di4	xiaodi
削掉	xiao1diao4	xiaodiao
笑掉大牙	xiao4diao4da4ya2	xiaodiaoda-ia
小店	xiao3dian4	xiaodib
小碟	xiao3die2	xiaodie
校董	xiao4dong3	xiaodog
小东西	xiao3dong1xi1	xiaodogx
小动作	xiao3dong4zuo4	xiaodogzuo
小豆	xiao3dou4	xiaodou
消毒	xiao1du2	xiaodu
削断	xiao1duan4	xiaodub
消毒柜	xiao1du2gui4	xiaodu-gui
小队	xiao3dui4	xiaodui
消毒药	xiao1du2yao4	xiaodu-iao
小队长	xiao3dui4zhang3	xiaoduizhag
消毒剂	xiao1du2ji4	xiaodu-j
消毒水	xiao1du2shui3	xiaodu-shui
小肚子	xiao3du3zi5	xiaodu-z
小额	xiao3e2	xiaoe
小恩小惠	xiao3en1xiao3hui4	xiaoenxiaohui
小儿	xiao3er2	xiaoer
小儿科	xiao3er2ke1	xiaoerk
小而全	xiao3er2quan2	xiaoerqvb
小儿子	xiao3er2zi5	xiaoerz
效法	xiao4fa3	xiaofa
消防	xiao1fang2	xiaofag
消防车	xiao1fang2che1	xiaofagche
消防队	xiao1fang2dui4	xiaofagdui
消防水	xiao1fang2shui3	xiaofagshui
消防员	xiao1fang2yuan2	xiaofagvb
小贩	xiao3fan4	xiaofan
校风	xiao4feng1	xiaofeg
消费	xiao1fei4	xiaofei
消费类	xiao1fei4lei4	xiaofeilei
消费量	xiao1fei4liang4	xiaofeiliag
消费品	xiao1fei4pin3	xiaofeipin
消费税	xiao1fei4shui4	xiaofeishui
消费者	xiao1fei4zhe3	xiaofeizhe
小粉	xiao3fen3	xiaofen
小分队	xiao3fen1dui4	xiaofendui
校服	xiao4fu2	xiaofu
小夫妻	xiao3fu1qi1	xiaofu-q
校歌	xiao4ge1	xiaog
小改	xiao3gai3	xiaogai
销给	xiao1gei3	xiaogei
小工	xiao3gong1	xiaogog
小公共	xiao3gong1gong4	xiaogoggog
小姑	xiao3gu1	xiaogu
小褂	xiao3gua4	xiaogua
消光	xiao1guang1	xiaoguag
小广告	xiao3guang3gao4	xiaoguaggao
校官	xiao4guan1	xiaogub
校规	xiao4gui1	xiaogui
小规模	xiao3gui1mo2	xiaoguim
小鬼头	xiao3gui3tou2	xiaoguitou
小姑娘	xiao3gu1niang2	xiaogu-niag
效果	xiao4guo3	xiaoguo
效果图	xiao4guo3tu2	xiaoguotu
小姑子	xiao3gu1zi5	xiaoguz
小个子	xiao3ge4zi5	xiaogz
小河	xiao3he2	xiaoh
笑哈哈	xiao4ha1ha1	xiaohaha
小孩	xiao3hai2	xiaohai
小孩儿	xiao3hai2er1	xiaohaiyr
小孩子	xiao3hai2zi5	xiaohaiz
小寒	xiao3han2	xiaohan
消耗	xiao1hao4	xiaohao
消耗量	xiao1hao4liang4	xiaohaoliag
消耗战	xiao1hao4zhan4	xiaohaozhan
小合唱	xiao3he2chang4	xiaohchag
笑呵呵	xiao4he1he1	xiaohh
小红帽	xiao3hong2mao4	xiaohogmao
小户	xiao3hu4	xiaohu
消化	xiao1hua4	xiaohua
消化道	xiao1hua4dao4	xiaohuadao
小皇帝	xiao3huang2di4	xiaohuagdi
销毁	xiao1hui3	xiaohui
消魂	xiao1hun2	xiaohun
销货	xiao1huo4	xiaohuo
小伙伴	xiao3huo3ban4	xiaohuoban
小伙计	xiao3huo3ji4	xiaohuoj
小伙子	xiao3huo3zi5	xiaohuoz
小胡子	xiao3hu2zi5	xiaohuz
效益	xiao4yi4	xiaoi
小雅	xiao3ya3	xiaoia
小样	xiao3yang4	xiaoiag
小洋楼	xiao3yang2lou2	xiaoiaglou
逍遥	xiao1yao2	xiaoiao
小妖精	xiao3yao1jing1	xiaoiaojig
小丫头	xiao3ya1tou2	xiaoiatou
消炎	xiao1yan2	xiaoib
消炎药	xiao1yan2yao4	xiaoibiao
硝烟弥漫	xiao1yan1mi2man4	xiaoibmiman
小燕子	xiao3yan4zi5	xiaoibz
消夜	xiao1ye4	xiaoie
小夜曲	xiao3ye4qu3	xiaoieqv
小业主	xiao3ye4zhu3	xiaoiezhu
效应	xiao4ying1	xiaoig
笑盈盈	xiao4ying2ying2	xiaoigig
消音	xiao1yin1	xiaoin
笑吟吟	xiao4yin2yin2	xiaoinin
消音器	xiao1yin1qi4	xiaoinq
效用	xiao4yong4	xiaoiog
小意思	xiao3yi4si1	xiaois
效尤	xiao4you2	xiaoiu
校友会	xiao4you3hui4	xiaoiuhui
小有名气	xiao3you3ming2qi4	xiaoiumigq
校医院	xiao4yi1yuan4	xiaoivb
效益型	xiao4yi4xing2	xiaoixig
小姨子	xiao3yi2zi5	xiaoiz
消极	xiao1ji2	xiaoj
销假	xiao1jia4	xiaojia
小家碧玉	xiao3jia1bi4yu4	xiaojiabiv
小家电	xiao3jia1dian4	xiaojiadib
小将	xiao3jiang4	xiaojiag
小家伙	xiao3jia1huo3	xiaojiahuo
啸叫	xiao4jiao4	xiaojiao
小轿车	xiao3jiao4che1	xiaojiaoche
小家庭	xiao3jia1ting2	xiaojiatig
小家子	xiao3jia1zi5	xiaojiaz
消减	xiao1jian3	xiaojib
消解	xiao1jie3	xiaojie
孝敬	xiao4jing4	xiaojig
宵禁	xiao1jin4	xiaojin
小金库	xiao3jin1ku4	xiaojinku
小舅	xiao3jiu4	xiaojiu
小九九	xiao3jiu3jiu3	xiaojiujiu
小舅子	xiao3jiu4zi5	xiaojiuz
小集体	xiao3ji2ti3	xiaojti
小集团	xiao3ji2tuan2	xiaojtub
小聚	xiao3ju4	xiaojv
小康	xiao3kang1	xiaokag
小楷	xiao3kai3	xiaokai
小看	xiao3kan4	xiaokan
小考	xiao3kao3	xiaokao
小可	xiao3ke3	xiaoke
小客车	xiao3ke4che1	xiaokeche
肖克利	xiao1ke4li4	xiaokeli
小可怜	xiao3ke3lian2	xiaokelib
笑口	xiao4kou3	xiaokou
笑口常开	xiao4kou3chang2kai1	xiaokouchagkai
小口径	xiao3kou3jing4	xiaokoujig
效劳	xiao4lao2	xiaolao
小老虎	xiao3lao3hu3	xiaolaohu
小老婆	xiao3lao3po2	xiaolaop
小老头	xiao3lao3tou2	xiaolaotou
效力	xiao4li4	xiaoli
小量	xiao3liang4	xiaoliag
小两口	xiao3liang3kou3	xiaoliagkou
笑料	xiao4liao4	xiaoliao
笑脸	xiao4lian3	xiaolib
笑脸相迎	xiao4lian3xiang1ying2	xiaolibxiagig
笑里藏刀	xiao4li3cang2dao1	xiaoli-cagdao
小令	xiao3ling4	xiaolig
小礼堂	xiao3li3tang2	xiaoli-tag
小流氓	xiao3liu2mang2	xiaoliumag
小流域	xiao3liu2yu4	xiaoliuv
小龙	xiao3long2	xiaolog
小楼	xiao3lou2	xiaolou
销路	xiao1lu4	xiaolu
小炉匠	xiao3lu2jiang4	xiaolu-jiag
小萝卜	xiao3luo2bo5	xiaoluob
效率	xiao4lv4	xiaolv
笑骂	xiao4ma4	xiaoma
